ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
6116,1.2234e-06,49.0178,68921,1e+08,1.60112e-18,1.60112e-18,1.60112e-18,3.2492e-14,9261,1.25e+07,-1.89011e-18,-1.89011e-18,-1.89011e-18,6.26853e-13,8.31384e-12,8.97318e-12
6117,1.2236e-06,49.0283,68921,1e+08,1.59865e-18,1.59865e-18,1.59866e-18,3.25026e-14,9261,1.25e+07,-1.88723e-18,-1.88723e-18,-1.88723e-18,6.25657e-13,8.31502e-12,8.97318e-12
6118,1.2238e-06,49.0383,68921,1e+08,1.59619e-18,1.59619e-18,1.59619e-18,3.25132e-14,9261,1.25e+07,-1.88434e-18,-1.88434e-18,-1.88433e-18,6.24461e-13,8.3162e-12,8.97317e-12
6119,1.224e-06,49.0483,68921,1e+08,1.59371e-18,1.59371e-18,1.59372e-18,3.25237e-14,9261,1.25e+07,-1.88144e-18,-1.88144e-18,-1.88144e-18,6.23264e-13,8.31738e-12,8.97317e-12
6120,1.2242e-06,49.0587,68921,1e+08,1.59123e-18,1.59123e-18,1.59124e-18,3.25343e-14,9261,1.25e+07,-1.87853e-18,-1.87853e-18,-1.87853e-18,6.22066e-13,8.31856e-12,8.97316e-12
6121,1.2244e-06,49.0687,68921,1e+08,1.58875e-18,1.58875e-18,1.58875e-18,3.25449e-14,9261,1.25e+07,-1.87562e-18,-1.87562e-18,-1.87562e-18,6.20866e-13,8.31974e-12,8.97315e-12
6122,1.2246e-06,49.0796,68921,1e+08,1.58626e-18,1.58626e-18,1.58626e-18,3.25554e-14,9261,1.25e+07,-1.8727e-18,-1.8727e-18,-1.8727e-18,6.19666e-13,8.32093e-12,8.97315e-12
6123,1.2248e-06,49.0895,68921,1e+08,1.58376e-18,1.58376e-18,1.58377e-18,3.2566e-14,9261,1.25e+07,-1.86977e-18,-1.86977e-18,-1.86977e-18,6.18465e-13,8.32211e-12,8.97314e-12
6124,1.225e-06,49.0994,68921,1e+08,1.58126e-18,1.58126e-18,1.58126e-18,3.25766e-14,9261,1.25e+07,-1.86684e-18,-1.86684e-18,-1.86684e-18,6.17263e-13,8.3233e-12,8.97314e-12
6125,1.2252e-06,49.1094,68921,1e+08,1.57875e-18,1.57875e-18,1.57876e-18,3.25872e-14,9261,1.25e+07,-1.8639e-18,-1.8639e-18,-1.8639e-18,6.1606e-13,8.32449e-12,8.97314e-12
6126,1.2254e-06,49.12,68921,1e+08,1.57623e-18,1.57623e-18,1.57624e-18,3.25978e-14,9261,1.25e+07,-1.86096e-18,-1.86096e-18,-1.86096e-18,6.14855e-13,8.32568e-12,8.97313e-12
6127,1.2256e-06,49.1297,68921,1e+08,1.57372e-18,1.57372e-18,1.57372e-18,3.26084e-14,9261,1.25e+07,-1.85801e-18,-1.85801e-18,-1.85801e-18,6.1365e-13,8.32687e-12,8.97313e-12
6128,1.2258e-06,49.1404,68921,1e+08,1.57119e-18,1.57119e-18,1.5712e-18,3.2619e-14,9261,1.25e+07,-1.85505e-18,-1.85505e-18,-1.85505e-18,6.12445e-13,8.32806e-12,8.97312e-12
6129,1.226e-06,49.1511,68921,1e+08,1.56866e-18,1.56866e-18,1.56867e-18,3.26296e-14,9261,1.25e+07,-1.85209e-18,-1.85209e-18,-1.85209e-18,6.11238e-13,8.32925e-12,8.97312e-12
6130,1.2262e-06,49.1612,68921,1e+08,1.56613e-18,1.56613e-18,1.56613e-18,3.26402e-14,9261,1.25e+07,-1.84912e-18,-1.84912e-18,-1.84912e-18,6.1003e-13,8.33044e-12,8.97311e-12
6131,1.2264e-06,49.1709,68921,1e+08,1.56358e-18,1.56358e-18,1.56359e-18,3.26508e-14,9261,1.25e+07,-1.84614e-18,-1.84614e-18,-1.84614e-18,6.08822e-13,8.33163e-12,8.97311e-12
6132,1.2266e-06,49.181,68921,1e+08,1.56104e-18,1.56104e-18,1.56105e-18,3.26614e-14,9261,1.25e+07,-1.84316e-18,-1.84316e-18,-1.84315e-18,6.07612e-13,8.33283e-12,8.9731e-12
6133,1.2268e-06,49.1908,68921,1e+08,1.55849e-18,1.55849e-18,1.55849e-18,3.2672e-14,9261,1.25e+07,-1.84017e-18,-1.84017e-18,-1.84016e-18,6.06402e-13,8.33402e-12,8.97309e-12
6134,1.227e-06,49.1998,68921,1e+08,1.55593e-18,1.55593e-18,1.55594e-18,3.26826e-14,9261,1.25e+07,-1.83717e-18,-1.83717e-18,-1.83717e-18,6.05191e-13,8.33522e-12,8.97309e-12
6135,1.2272e-06,49.2097,68921,1e+08,1.55336e-18,1.55336e-18,1.55337e-18,3.26932e-14,9261,1.25e+07,-1.83417e-18,-1.83417e-18,-1.83417e-18,6.03979e-13,8.33641e-12,8.97308e-12
6136,1.2274e-06,49.2196,68921,1e+08,1.5508e-18,1.5508e-18,1.5508e-18,3.27038e-14,9261,1.25e+07,-1.83116e-18,-1.83116e-18,-1.83116e-18,6.02766e-13,8.33761e-12,8.97308e-12
6137,1.2276e-06,49.2295,68921,1e+08,1.54822e-18,1.54822e-18,1.54823e-18,3.27145e-14,9261,1.25e+07,-1.82814e-18,-1.82814e-18,-1.82814e-18,6.01553e-13,8.33881e-12,8.97308e-12
6138,1.2278e-06,49.2394,68921,1e+08,1.54564e-18,1.54564e-18,1.54565e-18,3.27251e-14,9261,1.25e+07,-1.82512e-18,-1.82512e-18,-1.82512e-18,6.00339e-13,8.34001e-12,8.97307e-12
6139,1.228e-06,49.2496,68921,1e+08,1.54306e-18,1.54306e-18,1.54306e-18,3.27357e-14,9261,1.25e+07,-1.82209e-18,-1.82209e-18,-1.82209e-18,5.99124e-13,8.34121e-12,8.97307e-12
6140,1.2282e-06,49.2599,68921,1e+08,1.54047e-18,1.54047e-18,1.54047e-18,3.27464e-14,9261,1.25e+07,-1.81906e-18,-1.81906e-18,-1.81906e-18,5.97908e-13,8.34242e-12,8.97307e-12
6141,1.2284e-06,49.2708,68921,1e+08,1.53787e-18,1.53787e-18,1.53788e-18,3.2757e-14,9261,1.25e+07,-1.81602e-18,-1.81602e-18,-1.81602e-18,5.96692e-13,8.34362e-12,8.97307e-12
6142,1.2286e-06,49.2819,68921,1e+08,1.53527e-18,1.53527e-18,1.53528e-18,3.27677e-14,9261,1.25e+07,-1.81297e-18,-1.81297e-18,-1.81297e-18,5.95475e-13,8.34483e-12,8.97307e-12
6143,1.2288e-06,49.2924,68921,1e+08,1.53266e-18,1.53266e-18,1.53267e-18,3.27783e-14,9261,1.25e+07,-1.80992e-18,-1.80992e-18,-1.80992e-18,5.94257e-13,8.34603e-12,8.97307e-12
6144,1.229e-06,49.3029,68921,1e+08,1.53005e-18,1.53005e-18,1.53006e-18,3.2789e-14,9261,1.25e+07,-1.80686e-18,-1.80686e-18,-1.80686e-18,5.93039e-13,8.34724e-12,8.97306e-12
6145,1.2292e-06,49.3138,68921,1e+08,1.52743e-18,1.52743e-18,1.52744e-18,3.27996e-14,9261,1.25e+07,-1.80379e-18,-1.80379e-18,-1.80379e-18,5.91819e-13,8.34844e-12,8.97306e-12
6146,1.2294e-06,49.3246,68921,1e+08,1.52481e-18,1.52481e-18,1.52482e-18,3.28103e-14,9261,1.25e+07,-1.80072e-18,-1.80072e-18,-1.80072e-18,5.906e-13,8.34965e-12,8.97306e-12
6147,1.2296e-06,49.3354,68921,1e+08,1.52218e-18,1.52218e-18,1.52219e-18,3.2821e-14,9261,1.25e+07,-1.79764e-18,-1.79764e-18,-1.79764e-18,5.89379e-13,8.35085e-12,8.97306e-12
6148,1.2298e-06,49.3462,68921,1e+08,1.51955e-18,1.51955e-18,1.51956e-18,3.28316e-14,9261,1.25e+07,-1.79456e-18,-1.79456e-18,-1.79456e-18,5.88159e-13,8.35206e-12,8.97305e-12
6149,1.23e-06,49.3572,68921,1e+08,1.51691e-18,1.51691e-18,1.51692e-18,3.28423e-14,9261,1.25e+07,-1.79147e-18,-1.79147e-18,-1.79147e-18,5.86937e-13,8.35327e-12,8.97305e-12
6150,1.2302e-06,49.3674,68921,1e+08,1.51427e-18,1.51427e-18,1.51427e-18,3.2853e-14,9261,1.25e+07,-1.78837e-18,-1.78837e-18,-1.78837e-18,5.85715e-13,8.35448e-12,8.97305e-12
6151,1.2304e-06,49.3777,68921,1e+08,1.51162e-18,1.51162e-18,1.51162e-18,3.28636e-14,9261,1.25e+07,-1.78527e-18,-1.78527e-18,-1.78527e-18,5.84492e-13,8.35569e-12,8.97304e-12
6152,1.2306e-06,49.3873,68921,1e+08,1.50896e-18,1.50896e-18,1.50897e-18,3.28743e-14,9261,1.25e+07,-1.78216e-18,-1.78216e-18,-1.78216e-18,5.83269e-13,8.3569e-12,8.97304e-12
6153,1.2308e-06,49.3968,68921,1e+08,1.5063e-18,1.5063e-18,1.50631e-18,3.2885e-14,9261,1.25e+07,-1.77904e-18,-1.77904e-18,-1.77904e-18,5.82045e-13,8.35811e-12,8.97304e-12
6154,1.231e-06,49.4064,68921,1e+08,1.50364e-18,1.50364e-18,1.50364e-18,3.28957e-14,9261,1.25e+07,-1.77592e-18,-1.77592e-18,-1.77592e-18,5.80821e-13,8.35932e-12,8.97303e-12
6155,1.2312e-06,49.4174,68921,1e+08,1.50096e-18,1.50096e-18,1.50097e-18,3.29064e-14,9261,1.25e+07,-1.7728e-18,-1.7728e-18,-1.77279e-18,5.79596e-13,8.36053e-12,8.97303e-12
6156,1.2314e-06,49.4272,68921,1e+08,1.49829e-18,1.49829e-18,1.4983e-18,3.29171e-14,9261,1.25e+07,-1.76966e-18,-1.76966e-18,-1.76966e-18,5.78371e-13,8.36173e-12,8.97302e-12
6157,1.2316e-06,49.4385,68921,1e+08,1.49561e-18,1.49561e-18,1.49562e-18,3.29278e-14,9261,1.25e+07,-1.76652e-18,-1.76652e-18,-1.76652e-18,5.77145e-13,8.36294e-12,8.97302e-12
6158,1.2318e-06,49.4494,68921,1e+08,1.49292e-18,1.49292e-18,1.49293e-18,3.29385e-14,9261,1.25e+07,-1.76338e-18,-1.76338e-18,-1.76338e-18,5.75919e-13,8.36415e-12,8.97301e-12
6159,1.232e-06,49.4604,68921,1e+08,1.49023e-18,1.49023e-18,1.49024e-18,3.29492e-14,9261,1.25e+07,-1.76022e-18,-1.76022e-18,-1.76022e-18,5.74692e-13,8.36536e-12,8.97301e-12
6160,1.2322e-06,49.4713,68921,1e+08,1.48753e-18,1.48753e-18,1.48754e-18,3.29599e-14,9261,1.25e+07,-1.75707e-18,-1.75707e-18,-1.75707e-18,5.73465e-13,8.36658e-12,8.973e-12
6161,1.2324e-06,49.4821,68921,1e+08,1.48483e-18,1.48483e-18,1.48484e-18,3.29706e-14,9261,1.25e+07,-1.7539e-18,-1.7539e-18,-1.7539e-18,5.72237e-13,8.36779e-12,8.973e-12
6162,1.2326e-06,49.4927,68921,1e+08,1.48212e-18,1.48212e-18,1.48213e-18,3.29813e-14,9261,1.25e+07,-1.75073e-18,-1.75073e-18,-1.75073e-18,5.71009e-13,8.369e-12,8.97299e-12
6163,1.2328e-06,49.5027,68921,1e+08,1.47941e-18,1.47941e-18,1.47942e-18,3.29921e-14,9261,1.25e+07,-1.74756e-18,-1.74756e-18,-1.74756e-18,5.69781e-13,8.37021e-12,8.97298e-12
6164,1.233e-06,49.5125,68921,1e+08,1.47669e-18,1.47669e-18,1.4767e-18,3.30028e-14,9261,1.25e+07,-1.74438e-18,-1.74438e-18,-1.74437e-18,5.68552e-13,8.37142e-12,8.97298e-12
6165,1.2332e-06,49.5226,68921,1e+08,1.47397e-18,1.47397e-18,1.47398e-18,3.30135e-14,9261,1.25e+07,-1.74119e-18,-1.74119e-18,-1.74119e-18,5.67323e-13,8.37264e-12,8.97297e-12
6166,1.2334e-06,49.5323,68921,1e+08,1.47124e-18,1.47124e-18,1.47125e-18,3.30243e-14,9261,1.25e+07,-1.73799e-18,-1.73799e-18,-1.73799e-18,5.66094e-13,8.37385e-12,8.97297e-12
6167,1.2336e-06,49.5421,68921,1e+08,1.46851e-18,1.46851e-18,1.46852e-18,3.3035e-14,9261,1.25e+07,-1.73479e-18,-1.73479e-18,-1.73479e-18,5.64864e-13,8.37506e-12,8.97296e-12
6168,1.2338e-06,49.5517,68921,1e+08,1.46577e-18,1.46577e-18,1.46578e-18,3.30457e-14,9261,1.25e+07,-1.73159e-18,-1.73159e-18,-1.73159e-18,5.63634e-13,8.37628e-12,8.97295e-12
6169,1.234e-06,49.5613,68921,1e+08,1.46303e-18,1.46303e-18,1.46304e-18,3.30565e-14,9261,1.25e+07,-1.72838e-18,-1.72838e-18,-1.72838e-18,5.62403e-13,8.37749e-12,8.97295e-12
6170,1.2342e-06,49.571,68921,1e+08,1.46028e-18,1.46028e-18,1.46029e-18,3.30672e-14,9261,1.25e+07,-1.72516e-18,-1.72516e-18,-1.72516e-18,5.61172e-13,8.3787e-12,8.97294e-12
6171,1.2344e-06,49.5807,68921,1e+08,1.45753e-18,1.45753e-18,1.45753e-18,3.3078e-14,9261,1.25e+07,-1.72194e-18,-1.72194e-18,-1.72193e-18,5.59941e-13,8.37992e-12,8.97294e-12
6172,1.2346e-06,49.5911,68921,1e+08,1.45477e-18,1.45477e-18,1.45478e-18,3.30887e-14,9261,1.25e+07,-1.71871e-18,-1.71871e-18,-1.71871e-18,5.5871e-13,8.38113e-12,8.97293e-12
6173,1.2348e-06,49.6008,68921,1e+08,1.45201e-18,1.45201e-18,1.45201e-18,3.30995e-14,9261,1.25e+07,-1.71547e-18,-1.71547e-18,-1.71547e-18,5.57478e-13,8.38235e-12,8.97293e-12
6174,1.235e-06,49.61,68921,1e+08,1.44924e-18,1.44924e-18,1.44924e-18,3.31102e-14,9261,1.25e+07,-1.71223e-18,-1.71223e-18,-1.71223e-18,5.56247e-13,8.38356e-12,8.97292e-12
6175,1.2352e-06,49.6201,68921,1e+08,1.44646e-18,1.44646e-18,1.44647e-18,3.3121e-14,9261,1.25e+07,-1.70898e-18,-1.70898e-18,-1.70898e-18,5.55014e-13,8.38478e-12,8.97292e-12
6176,1.2354e-06,49.6305,68921,1e+08,1.44368e-18,1.44368e-18,1.44369e-18,3.31318e-14,9261,1.25e+07,-1.70573e-18,-1.70573e-18,-1.70573e-18,5.53782e-13,8.386e-12,8.97291e-12
6177,1.2356e-06,49.6407,68921,1e+08,1.4409e-18,1.4409e-18,1.44091e-18,3.31425e-14,9261,1.25e+07,-1.70247e-18,-1.70247e-18,-1.70247e-18,5.5255e-13,8.38721e-12,8.9729e-12
6178,1.2358e-06,49.6517,68921,1e+08,1.43811e-18,1.43811e-18,1.43812e-18,3.31533e-14,9261,1.25e+07,-1.69921e-18,-1.69921e-18,-1.69921e-18,5.51317e-13,8.38843e-12,8.9729e-12
6179,1.236e-06,49.6627,68921,1e+08,1.43532e-18,1.43532e-18,1.43533e-18,3.31641e-14,9261,1.25e+07,-1.69594e-18,-1.69594e-18,-1.69594e-18,5.50084e-13,8.38964e-12,8.97289e-12
6180,1.2362e-06,49.6734,68921,1e+08,1.43252e-18,1.43252e-18,1.43253e-18,3.31749e-14,9261,1.25e+07,-1.69266e-18,-1.69266e-18,-1.69266e-18,5.48851e-13,8.39086e-12,8.97289e-12
6181,1.2364e-06,49.6846,68921,1e+08,1.42972e-18,1.42972e-18,1.42972e-18,3.31857e-14,9261,1.25e+07,-1.68938e-18,-1.68938e-18,-1.68938e-18,5.47618e-13,8.39208e-12,8.97288e-12
6182,1.2366e-06,49.6956,68921,1e+08,1.42691e-18,1.42691e-18,1.42692e-18,3.31965e-14,9261,1.25e+07,-1.68609e-18,-1.68609e-18,-1.68609e-18,5.46385e-13,8.39329e-12,8.97288e-12
6183,1.2368e-06,49.707,68921,1e+08,1.4241e-18,1.4241e-18,1.4241e-18,3.32072e-14,9261,1.25e+07,-1.6828e-18,-1.6828e-18,-1.6828e-18,5.45151e-13,8.39451e-12,8.97287e-12
6184,1.237e-06,49.7169,68921,1e+08,1.42128e-18,1.42128e-18,1.42128e-18,3.3218e-14,9261,1.25e+07,-1.6795e-18,-1.6795e-18,-1.6795e-18,5.43918e-13,8.39573e-12,8.97286e-12
6185,1.2372e-06,49.7268,68921,1e+08,1.41845e-18,1.41845e-18,1.41846e-18,3.32288e-14,9261,1.25e+07,-1.6762e-18,-1.6762e-18,-1.67619e-18,5.42684e-13,8.39695e-12,8.97286e-12
6186,1.2374e-06,49.7366,68921,1e+08,1.41563e-18,1.41563e-18,1.41563e-18,3.32397e-14,9261,1.25e+07,-1.67289e-18,-1.67289e-18,-1.67288e-18,5.41451e-13,8.39816e-12,8.97285e-12
6187,1.2376e-06,49.7474,68921,1e+08,1.41279e-18,1.41279e-18,1.4128e-18,3.32505e-14,9261,1.25e+07,-1.66957e-18,-1.66957e-18,-1.66957e-18,5.40217e-13,8.39938e-12,8.97285e-12
6188,1.2378e-06,49.7581,68921,1e+08,1.40995e-18,1.40995e-18,1.40996e-18,3.32613e-14,9261,1.25e+07,-1.66625e-18,-1.66625e-18,-1.66625e-18,5.38983e-13,8.4006e-12,8.97284e-12
6189,1.238e-06,49.769,68921,1e+08,1.40711e-18,1.40711e-18,1.40712e-18,3.32721e-14,9261,1.25e+07,-1.66292e-18,-1.66292e-18,-1.66292e-18,5.37749e-13,8.40182e-12,8.97284e-12
6190,1.2382e-06,49.7789,68921,1e+08,1.40426e-18,1.40426e-18,1.40427e-18,3.32829e-14,9261,1.25e+07,-1.65959e-18,-1.65959e-18,-1.65959e-18,5.36515e-13,8.40303e-12,8.97283e-12
6191,1.2384e-06,49.7888,68921,1e+08,1.40141e-18,1.40141e-18,1.40142e-18,3.32937e-14,9261,1.25e+07,-1.65625e-18,-1.65625e-18,-1.65625e-18,5.35282e-13,8.40425e-12,8.97283e-12
6192,1.2386e-06,49.7986,68921,1e+08,1.39855e-18,1.39855e-18,1.39856e-18,3.33046e-14,9261,1.25e+07,-1.65291e-18,-1.65291e-18,-1.6529e-18,5.34048e-13,8.40547e-12,8.97282e-12
6193,1.2388e-06,49.8081,68921,1e+08,1.39569e-18,1.39569e-18,1.3957e-18,3.33154e-14,9261,1.25e+07,-1.64956e-18,-1.64956e-18,-1.64955e-18,5.32814e-13,8.40668e-12,8.97281e-12
6194,1.239e-06,49.8177,68921,1e+08,1.39283e-18,1.39283e-18,1.39283e-18,3.33262e-14,9261,1.25e+07,-1.6462e-18,-1.6462e-18,-1.6462e-18,5.3158e-13,8.4079e-12,8.97281e-12
6195,1.2392e-06,49.8275,68921,1e+08,1.38995e-18,1.38995e-18,1.38996e-18,3.3337e-14,9261,1.25e+07,-1.64284e-18,-1.64284e-18,-1.64284e-18,5.30347e-13,8.40912e-12,8.9728e-12
6196,1.2394e-06,49.8369,68921,1e+08,1.38708e-18,1.38708e-18,1.38708e-18,3.33479e-14,9261,1.25e+07,-1.63947e-18,-1.63947e-18,-1.63947e-18,5.29113e-13,8.41033e-12,8.97279e-12
6197,1.2396e-06,49.847,68921,1e+08,1.3842e-18,1.3842e-18,1.3842e-18,3.33587e-14,9261,1.25e+07,-1.6361e-18,-1.6361e-18,-1.6361e-18,5.2788e-13,8.41155e-12,8.97279e-12
6198,1.2398e-06,49.8572,68921,1e+08,1.38131e-18,1.38131e-18,1.38132e-18,3.33696e-14,9261,1.25e+07,-1.63272e-18,-1.63272e-18,-1.63272e-18,5.26646e-13,8.41276e-12,8.97278e-12
6199,1.24e-06,49.8671,68921,1e+08,1.37842e-18,1.37842e-18,1.37843e-18,3.33804e-14,9261,1.25e+07,-1.62934e-18,-1.62934e-18,-1.62934e-18,5.25413e-13,8.41398e-12,8.97277e-12
6200,1.2402e-06,49.877,68921,1e+08,1.37552e-18,1.37552e-18,1.37553e-18,3.33913e-14,9261,1.25e+07,-1.62595e-18,-1.62595e-18,-1.62595e-18,5.2418e-13,8.41519e-12,8.97277e-12
6201,1.2404e-06,49.9567,68921,1e+08,1.37262e-18,1.37262e-18,1.37263e-18,3.34021e-14,9261,1.25e+07,-1.62256e-18,-1.62256e-18,-1.62256e-18,5.22947e-13,8.41641e-12,8.97276e-12
6202,1.2406e-06,49.9672,68921,1e+08,1.36972e-18,1.36972e-18,1.36973e-18,3.3413e-14,9261,1.25e+07,-1.61916e-18,-1.61916e-18,-1.61916e-18,5.21714e-13,8.41762e-12,8.97275e-12
6203,1.2408e-06,49.9771,68921,1e+08,1.36681e-18,1.36681e-18,1.36682e-18,3.34239e-14,9261,1.25e+07,-1.61576e-18,-1.61576e-18,-1.61575e-18,5.20481e-13,8.41884e-12,8.97274e-12
6204,1.241e-06,49.9872,68921,1e+08,1.36389e-18,1.36389e-18,1.3639e-18,3.34347e-14,9261,1.25e+07,-1.61235e-18,-1.61235e-18,-1.61234e-18,5.19249e-13,8.42005e-12,8.97273e-12
6205,1.2412e-06,49.9969,68921,1e+08,1.36098e-18,1.36098e-18,1.36098e-18,3.34456e-14,9261,1.25e+07,-1.60893e-18,-1.60893e-18,-1.60893e-18,5.18017e-13,8.42126e-12,8.97273e-12
6206,1.2414e-06,50.0067,68921,1e+08,1.35805e-18,1.35805e-18,1.35806e-18,3.34565e-14,9261,1.25e+07,-1.60551e-18,-1.60551e-18,-1.60551e-18,5.16785e-13,8.42248e-12,8.97272e-12
6207,1.2416e-06,50.0168,68921,1e+08,1.35512e-18,1.35512e-18,1.35513e-18,3.34674e-14,9261,1.25e+07,-1.60208e-18,-1.60208e-18,-1.60208e-18,5.15553e-13,8.42369e-12,8.97271e-12
6208,1.2418e-06,50.026,68921,1e+08,1.35219e-18,1.35219e-18,1.3522e-18,3.34782e-14,9261,1.25e+07,-1.59865e-18,-1.59865e-18,-1.59865e-18,5.14321e-13,8.42491e-12,8.97271e-12
6209,1.242e-06,50.0368,68921,1e+08,1.34925e-18,1.34925e-18,1.34926e-18,3.34891e-14,9261,1.25e+07,-1.59521e-18,-1.59521e-18,-1.59521e-18,5.1309e-13,8.42612e-12,8.9727e-12
6210,1.2422e-06,50.047,68921,1e+08,1.34631e-18,1.34631e-18,1.34632e-18,3.35e-14,9261,1.25e+07,-1.59177e-18,-1.59177e-18,-1.59177e-18,5.11859e-13,8.42734e-12,8.97269e-12
6211,1.2424e-06,50.0569,68921,1e+08,1.34336e-18,1.34336e-18,1.34337e-18,3.35109e-14,9261,1.25e+07,-1.58832e-18,-1.58832e-18,-1.58832e-18,5.10628e-13,8.42855e-12,8.97269e-12
6212,1.2426e-06,50.068,68921,1e+08,1.34041e-18,1.34041e-18,1.34042e-18,3.35218e-14,9261,1.25e+07,-1.58487e-18,-1.58487e-18,-1.58487e-18,5.09398e-13,8.42977e-12,8.97268e-12
6213,1.2428e-06,50.0789,68921,1e+08,1.33746e-18,1.33746e-18,1.33747e-18,3.35327e-14,9261,1.25e+07,-1.58141e-18,-1.58141e-18,-1.58141e-18,5.08167e-13,8.43098e-12,8.97268e-12
6214,1.243e-06,50.0897,68921,1e+08,1.3345e-18,1.3345e-18,1.33451e-18,3.35436e-14,9261,1.25e+07,-1.57795e-18,-1.57795e-18,-1.57795e-18,5.06938e-13,8.43219e-12,8.97267e-12
6215,1.2432e-06,50.1006,68921,1e+08,1.33153e-18,1.33153e-18,1.33154e-18,3.35545e-14,9261,1.25e+07,-1.57448e-18,-1.57448e-18,-1.57448e-18,5.05708e-13,8.43341e-12,8.97267e-12
6216,1.2434e-06,50.1114,68921,1e+08,1.32856e-18,1.32856e-18,1.32857e-18,3.35654e-14,9261,1.25e+07,-1.57101e-18,-1.57101e-18,-1.57101e-18,5.04479e-13,8.43462e-12,8.97266e-12
6217,1.2436e-06,50.1215,68921,1e+08,1.32559e-18,1.32559e-18,1.3256e-18,3.35764e-14,9261,1.25e+07,-1.56753e-18,-1.56753e-18,-1.56753e-18,5.0325e-13,8.43583e-12,8.97266e-12
6218,1.2438e-06,50.1313,68921,1e+08,1.32261e-18,1.32261e-18,1.32262e-18,3.35873e-14,9261,1.25e+07,-1.56404e-18,-1.56404e-18,-1.56404e-18,5.02022e-13,8.43704e-12,8.97265e-12
6219,1.244e-06,50.1406,68921,1e+08,1.31963e-18,1.31963e-18,1.31964e-18,3.35982e-14,9261,1.25e+07,-1.56055e-18,-1.56055e-18,-1.56055e-18,5.00794e-13,8.43825e-12,8.97265e-12
6220,1.2442e-06,50.1506,68921,1e+08,1.31664e-18,1.31664e-18,1.31665e-18,3.36091e-14,9261,1.25e+07,-1.55706e-18,-1.55706e-18,-1.55706e-18,4.99567e-13,8.43946e-12,8.97264e-12
6221,1.2444e-06,50.1604,68921,1e+08,1.31365e-18,1.31365e-18,1.31366e-18,3.362e-14,9261,1.25e+07,-1.55356e-18,-1.55356e-18,-1.55356e-18,4.98339e-13,8.44067e-12,8.97263e-12
6222,1.2446e-06,50.1696,68921,1e+08,1.31065e-18,1.31065e-18,1.31066e-18,3.3631e-14,9261,1.25e+07,-1.55005e-18,-1.55005e-18,-1.55005e-18,4.97113e-13,8.44188e-12,8.97263e-12
6223,1.2448e-06,50.1787,68921,1e+08,1.30765e-18,1.30765e-18,1.30766e-18,3.36419e-14,9261,1.25e+07,-1.54654e-18,-1.54654e-18,-1.54654e-18,4.95887e-13,8.44309e-12,8.97262e-12
6224,1.245e-06,50.1887,68921,1e+08,1.30465e-18,1.30465e-18,1.30465e-18,3.36529e-14,9261,1.25e+07,-1.54303e-18,-1.54303e-18,-1.54303e-18,4.94661e-13,8.4443e-12,8.97261e-12
6225,1.2452e-06,50.1997,68921,1e+08,1.30164e-18,1.30164e-18,1.30165e-18,3.36638e-14,9261,1.25e+07,-1.53951e-18,-1.53951e-18,-1.53951e-18,4.93436e-13,8.4455e-12,8.9726e-12
6226,1.2454e-06,50.2105,68921,1e+08,1.29862e-18,1.29862e-18,1.29863e-18,3.36747e-14,9261,1.25e+07,-1.53598e-18,-1.53598e-18,-1.53598e-18,4.92211e-13,8.44671e-12,8.9726e-12
6227,1.2456e-06,50.2206,68921,1e+08,1.29561e-18,1.29561e-18,1.29561e-18,3.36857e-14,9261,1.25e+07,-1.53245e-18,-1.53245e-18,-1.53245e-18,4.90987e-13,8.44792e-12,8.97259e-12
6228,1.2458e-06,50.2304,68921,1e+08,1.29258e-18,1.29258e-18,1.29259e-18,3.36966e-14,9261,1.25e+07,-1.52892e-18,-1.52892e-18,-1.52891e-18,4.89763e-13,8.44912e-12,8.97258e-12
6229,1.246e-06,50.2409,68921,1e+08,1.28956e-18,1.28956e-18,1.28956e-18,3.37076e-14,9261,1.25e+07,-1.52537e-18,-1.52537e-18,-1.52537e-18,4.8854e-13,8.45032e-12,8.97257e-12
6230,1.2462e-06,50.2514,68921,1e+08,1.28652e-18,1.28652e-18,1.28653e-18,3.37186e-14,9261,1.25e+07,-1.52183e-18,-1.52183e-18,-1.52183e-18,4.87317e-13,8.45153e-12,8.97256e-12
6231,1.2464e-06,50.2614,68921,1e+08,1.28349e-18,1.28349e-18,1.2835e-18,3.37295e-14,9261,1.25e+07,-1.51828e-18,-1.51828e-18,-1.51828e-18,4.86095e-13,8.45273e-12,8.97256e-12
6232,1.2466e-06,50.2723,68921,1e+08,1.28045e-18,1.28045e-18,1.28046e-18,3.37405e-14,9261,1.25e+07,-1.51472e-18,-1.51472e-18,-1.51472e-18,4.84874e-13,8.45393e-12,8.97255e-12
6233,1.2468e-06,50.2833,68921,1e+08,1.2774e-18,1.2774e-18,1.27741e-18,3.37515e-14,9261,1.25e+07,-1.51116e-18,-1.51116e-18,-1.51116e-18,4.83653e-13,8.45514e-12,8.97254e-12
6234,1.247e-06,50.2941,68921,1e+08,1.27435e-18,1.27435e-18,1.27436e-18,3.37624e-14,9261,1.25e+07,-1.50759e-18,-1.50759e-18,-1.50759e-18,4.82433e-13,8.45634e-12,8.97253e-12
